Comment,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
"Duit pajak dipakek konsumsi pribadi para pejabat . Jujur sebenarnya manfaat bayar pajak itu apasih apasih manfaat pemerintah , macam negara nordik bayar pajak pendidikan gratis , indo bayar pajak hidup pun ditanggung diri sendiri bukan pemerintah",Duit pajak dipakek konsumsi pribadi para pejabat Jujur sebenarnya manfaat bayar pajak itu apasih apasih manfaat pemerintah macam negara nordik bayar pajak pendidikan gratis indo bayar pajak hidup pun ditanggung diri sendiri bukan pemerintah,duit pajak dipakek konsumsi pribadi para pejabat jujur sebenarnya manfaat bayar pajak itu apasih apasih manfaat pemerintah macam negara nordik bayar pajak pendidikan gratis indo bayar pajak hidup pun ditanggung diri sendiri bukan pemerintah,duit pajak dipakek konsumsi pribadi para pejabat jujur sebenarnya manfaat bayar pajak itu apasih apasih manfaat pemerintah macam negara nordik bayar pajak pendidikan gratis indo bayar pajak hidup pun ditanggung diri sendiri bukan pemerintah,duit pajak dipakek konsumsi pribadi para pejabat jujur sebenarnya manfaat bayar pajak itu apasih apasih manfaat pemerintah macam negara nordik bayar pajak pendidikan gratis indo bayar pajak hidup pun ditanggung diri sendiri bukan pemerintah,"['duit', 'pajak', 'dipakek', 'konsumsi', 'pribadi', 'para', 'pejabat', 'jujur', 'sebenarnya', 'manfaat', 'bayar', 'pajak', 'itu', 'apasih', 'apasih', 'manfaat', 'pemerintah', 'macam', 'negara', 'nordik', 'bayar', 'pajak', 'pendidikan', 'gratis', 'indo', 'bayar', 'pajak', 'hidup', 'pun', 'ditanggung', 'diri', 'sendiri', 'bukan', 'pemerintah']","['duit', 'pajak', 'dipakek', 'konsumsi', 'pribadi', 'para', 'jabat', 'jujur', 'benar', 'manfaat', 'bayar', 'pajak', 'itu', 'apasih', 'apasih', 'manfaat', 'perintah', 'macam', 'negara', 'nordik', 'bayar', 'pajak', 'didik', 'gratis', 'indo', 'bayar', 'pajak', 'hidup', 'pun', 'tanggung', 'diri', 'sendiri', 'bukan', 'perintah']","['duit', 'pajak', 'dipakek', 'konsumsi', 'pribadi', 'para', 'jabat', 'jujur', 'benar', 'manfaat', 'bayar', 'pajak', 'itu', 'apasih', 'apasih', 'manfaat', 'perintah', 'macam', 'negara', 'nordik', 'bayar', 'pajak', 'didik', 'gratis', 'indo', 'bayar', 'pajak', 'hidup', 'pun', 'tanggung', 'diri', 'sendiri', 'bukan', 'perintah']",-31,0
Bangsa lu kali indonesia emas bangsa cina,Bangsa lu kali indonesia emas bangsa cina,bangsa lu kali indonesia emas bangsa cina,bangsa lu kali indonesia emas bangsa cina,bangsa lu kali indonesia emas bangsa cina,"['bangsa', 'lu', 'kali', 'indonesia', 'emas', 'bangsa', 'cina']","['bangsa', 'lu', 'kali', 'indonesia', 'emas', 'bangsa', 'cina']","['bangsa', 'lu', 'kali', 'indonesia', 'emas', 'bangsa', 'cina']",0,1
"Hut ke 100 RI makanya di sebut tahun emas
Kalau sekarang Tahun perak....",Hut ke 100 RI makanya di sebut tahun emas Kalau sekarang Tahun perak,hut ke 100 ri makanya di sebut tahun emas kalau sekarang tahun perak,hut ke 100 ri makanya di sebut tahun emas kalau sekarang tahun perak,hut 100 ri makanya sebut tahun emas kalau sekarang tahun perak,"['hut', '100', 'ri', 'makanya', 'sebut', 'tahun', 'emas', 'kalau', 'sekarang', 'tahun', 'perak']","['hut', '100', 'ri', 'makanya', 'sebut', 'tahun', 'emas', 'kalau', 'sekarang', 'tahun', 'perak']","['hut', '100', 'ri', 'makanya', 'sebut', 'tahun', 'emas', 'kalau', 'sekarang', 'tahun', 'perak']",-4,0
Jokowi hayalan dqn ilusi,Jokowi hayalan dqn ilusi,jokowi hayalan dqn ilusi,jokowi hayalan dqn ilusi,jokowi hayalan dqn ilusi,"['jokowi', 'hayalan', 'dqn', 'ilusi']","['jokowi', 'hayalan', 'dqn', 'ilusi']","['jokowi', 'hayalan', 'dqn', 'ilusi']",3,1
Halo bang 😂,Halo bang,halo bang,halo bang,halo bang,"['halo', 'bang']","['halo', 'bang']","['halo', 'bang']",1,1
"Menurut spiritual

""Bang bang wetan"" : ada peradaban baru dari bangsa timur

Ir soekarno : ""kelak indonesia akan menjadi mercusuar dunia""",Menurut spiritual Bang bang wetan ada peradaban baru dari bangsa timur Ir soekarno kelak indonesia akan menjadi mercusuar dunia,menurut spiritual bang bang wetan ada peradaban baru dari bangsa timur ir soekarno kelak indonesia akan menjadi mercusuar dunia,menurut spiritual bang bang wetan ada peradaban baru dari bangsa timur ir soekarno kelak indonesia akan menjadi mercusuar dunia,menurut spiritual bang bang wetan ada peradaban baru dari bangsa timur ir soekarno kelak indonesia akan menjadi mercusuar dunia,"['menurut', 'spiritual', 'bang', 'bang', 'wetan', 'ada', 'peradaban', 'baru', 'dari', 'bangsa', 'timur', 'ir', 'soekarno', 'kelak', 'indonesia', 'akan', 'menjadi', 'mercusuar', 'dunia']","['turut', 'spiritual', 'bang', 'bang', 'wetan', 'ada', 'adab', 'baru', 'dari', 'bangsa', 'timur', 'ir', 'soekarno', 'kelak', 'indonesia', 'akan', 'jadi', 'mercusuar', 'dunia']","['turut', 'spiritual', 'bang', 'bang', 'wetan', 'ada', 'adab', 'baru', 'dari', 'bangsa', 'timur', 'ir', 'soekarno', 'kelak', 'indonesia', 'akan', 'jadi', 'mercusuar', 'dunia']",-4,0
cellos mau keliatan kritis🤣,cellos mau keliatan kritis,cellos mau keliatan kritis,cellos mau keliatan kritis,cellos mau keliatan kritis,"['cellos', 'mau', 'keliatan', 'kritis']","['cellos', 'mau', 'liat', 'kritis']","['cellos', 'mau', 'liat', 'kritis']",0,1
Tiupkan Angin Syurga Truuus!?... Ndabrul-Ndabrul!?... Wis Tau!?... Tukang Ndabrul!?...,Tiupkan Angin Syurga Truuus NdabrulNdabrul Wis Tau Tukang Ndabrul,tiupkan angin syurga truuus ndabrulndabrul wis tau tukang ndabrul,tiupkan angin syurga truuus ndabrulndabrul wis tau tukang ndabrul,tiupkan angin syurga truuus ndabrulndabrul wis tau tukang ndabrul,"['tiupkan', 'angin', 'syurga', 'truuus', 'ndabrulndabrul', 'wis', 'tau', 'tukang', 'ndabrul']","['tiup', 'angin', 'syurga', 'truuus', 'ndabrulndabrul', 'wis', 'tau', 'tukang', 'ndabrul']","['tiup', 'angin', 'syurga', 'truuus', 'ndabrulndabrul', 'wis', 'tau', 'tukang', 'ndabrul']",-9,0
Selos sengaja dia bilang gtu supaya omongan raymond keluar semua.,Selos sengaja dia bilang gtu supaya omongan raymond keluar semua,selos sengaja dia bilang gtu supaya omongan raymond keluar semua,selos sengaja dia bilang gtu supaya omongan raymond keluar semua,selos sengaja dia bilang gtu supaya omongan raymond keluar semua,"['selos', 'sengaja', 'dia', 'bilang', 'gtu', 'supaya', 'omongan', 'raymond', 'keluar', 'semua']","['los', 'sengaja', 'dia', 'bilang', 'gtu', 'supaya', 'omong', 'raymond', 'keluar', 'semua']","['los', 'sengaja', 'dia', 'bilang', 'gtu', 'supaya', 'omong', 'raymond', 'keluar', 'semua']",-18,0
Bhinneka Tunggal ika adalah Berbeda beda tetapi tetap satu jua ❤❤❤,Bhinneka Tunggal ika adalah Berbeda beda tetapi tetap satu jua,bhinneka tunggal ika adalah berbeda beda tetapi tetap satu jua,bhinneka tunggal ika adalah berbeda beda tetapi tetap satu jua,bhinneka tunggal ika berbeda beda tetapi tetap satu jua,"['bhinneka', 'tunggal', 'ika', 'berbeda', 'beda', 'tetapi', 'tetap', 'satu', 'jua']","['bhinneka', 'tunggal', 'ika', 'beda', 'beda', 'tetapi', 'tetap', 'satu', 'jua']","['bhinneka', 'tunggal', 'ika', 'beda', 'beda', 'tetapi', 'tetap', 'satu', 'jua']",1,1
2045 kayaknya emasnya hilang🤣,2045 kayaknya emasnya hilang,2045 kayaknya emasnya hilang,2045 kayaknya emasnya hilang,2045 kayaknya emasnya hilang,"['2045', 'kayaknya', 'emasnya', 'hilang']","['2045', 'kayak', 'emas', 'hilang']","['2045', 'kayak', 'emas', 'hilang']",-4,0
Indonesia emas ga bakal terjadi kalo pemotor jakarta masih se enak jidat,Indonesia emas ga bakal terjadi kalo pemotor jakarta masih se enak jidat,indonesia emas ga bakal terjadi kalo pemotor jakarta masih se enak jidat,indonesia emas tidak bakal terjadi kalo pemotor jakarta masih se enak jidat,indonesia emas tidak bakal terjadi kalo pemotor jakarta masih se enak jidat,"['indonesia', 'emas', 'tidak', 'bakal', 'terjadi', 'kalo', 'pemotor', 'jakarta', 'masih', 'se', 'enak', 'jidat']","['indonesia', 'emas', 'tidak', 'bakal', 'jadi', 'kalo', 'motor', 'jakarta', 'masih', 'se', 'enak', 'jidat']","['indonesia', 'emas', 'tidak', 'bakal', 'jadi', 'kalo', 'motor', 'jakarta', 'masih', 'se', 'enak', 'jidat']",-5,0
"Pengamat aja bisa mikir demikian, sudah pasti orang2 yg ada di puncak pemerintahan juga sudah memikirkannya, Iya kan? Semoga, aamiin",Pengamat aja bisa mikir demikian sudah pasti orang2 yg ada di puncak pemerintahan juga sudah memikirkannya Iya kan Semoga aamiin,pengamat aja bisa mikir demikian sudah pasti orang2 yg ada di puncak pemerintahan juga sudah memikirkannya iya kan semoga aamiin,pengamat saja bisa mikir demikian sudah pasti orang2 yang ada di puncak pemerintahan juga sudah memikirkannya iya kan semoga aamiin,pengamat saja bisa mikir demikian sudah pasti orang2 ada puncak pemerintahan juga sudah memikirkannya iya kan semoga aamiin,"['pengamat', 'saja', 'bisa', 'mikir', 'demikian', 'sudah', 'pasti', 'orang2', 'ada', 'puncak', 'pemerintahan', 'juga', 'sudah', 'memikirkannya', 'iya', 'kan', 'semoga', 'aamiin']","['amat', 'saja', 'bisa', 'mikir', 'demikian', 'sudah', 'pasti', 'orang2', 'ada', 'puncak', 'perintah', 'juga', 'sudah', 'pikir', 'iya', 'kan', 'moga', 'aamiin']","['amat', 'saja', 'bisa', 'mikir', 'demikian', 'sudah', 'pasti', 'orang2', 'ada', 'puncak', 'perintah', 'juga', 'sudah', 'pikir', 'iya', 'kan', 'moga', 'aamiin']",5,1
"Ya ,gue satu suara sama raymond",Ya gue satu suara sama raymond,ya gue satu suara sama raymond,ya saya satu suara sama raymond,saya satu suara sama raymond,"['saya', 'satu', 'suara', 'sama', 'raymond']","['saya', 'satu', 'suara', 'sama', 'raymond']","['saya', 'satu', 'suara', 'sama', 'raymond']",3,1
"Selamat hari kemerdekaan, Indonesia! Jadiii, menurut kalian, apa yang harus kita lakuin biar mimpi Indonesia emas bisa terwujud?",Selamat hari kemerdekaan Indonesia Jadiii menurut kalian apa yang harus kita lakuin biar mimpi Indonesia emas bisa terwujud,selamat hari kemerdekaan indonesia jadiii menurut kalian apa yang harus kita lakuin biar mimpi indonesia emas bisa terwujud,selamat hari kemerdekaan indonesia jadiii menurut kalian apa yang harus kita lakuin biar mimpi indonesia emas bisa terwujud,selamat hari kemerdekaan indonesia jadiii menurut kalian apa harus kita lakuin biar mimpi indonesia emas bisa terwujud,"['selamat', 'hari', 'kemerdekaan', 'indonesia', 'jadiii', 'menurut', 'kalian', 'apa', 'harus', 'kita', 'lakuin', 'biar', 'mimpi', 'indonesia', 'emas', 'bisa', 'terwujud']","['selamat', 'hari', 'merdeka', 'indonesia', 'jadiii', 'turut', 'kalian', 'apa', 'harus', 'kita', 'lakuin', 'biar', 'mimpi', 'indonesia', 'emas', 'bisa', 'wujud']","['selamat', 'hari', 'merdeka', 'indonesia', 'jadiii', 'turut', 'kalian', 'apa', 'harus', 'kita', 'lakuin', 'biar', 'mimpi', 'indonesia', 'emas', 'bisa', 'wujud']",-4,0
Tahun segitu mah saya sudah nenek buyut guys :v,Tahun segitu mah saya sudah nenek buyut guys v,tahun segitu mah saya sudah nenek buyut guys v,tahun segitu mah saya sudah nenek buyut guys v,tahun segitu mah saya sudah nenek buyut guys v,"['tahun', 'segitu', 'mah', 'saya', 'sudah', 'nenek', 'buyut', 'guys', 'v']","['tahun', 'segitu', 'mah', 'saya', 'sudah', 'nenek', 'buyut', 'guys', 'v']","['tahun', 'segitu', 'mah', 'saya', 'sudah', 'nenek', 'buyut', 'guys', 'v']",-7,0
Gak usah nunggu 2045 kalau para koruptor masih banyak kecuali para koruptor nya di basmi baru Indonesia akan maju 😊😊😊😊😊,Gak usah nunggu 2045 kalau para koruptor masih banyak kecuali para koruptor nya di basmi baru Indonesia akan maju,gak usah nunggu 2045 kalau para koruptor masih banyak kecuali para koruptor nya di basmi baru indonesia akan maju,tidak usah nunggu 2045 kalau para koruptor masih banyak kecuali para koruptor nya di basmi baru indonesia akan maju,tidak usah nunggu 2045 kalau para koruptor masih banyak kecuali para koruptor basmi baru indonesia akan maju,"['tidak', 'usah', 'nunggu', '2045', 'kalau', 'para', 'koruptor', 'masih', 'banyak', 'kecuali', 'para', 'koruptor', 'basmi', 'baru', 'indonesia', 'akan', 'maju']","['tidak', 'usah', 'nunggu', '2045', 'kalau', 'para', 'koruptor', 'masih', 'banyak', 'kecuali', 'para', 'koruptor', 'basmi', 'baru', 'indonesia', 'akan', 'maju']","['tidak', 'usah', 'nunggu', '2045', 'kalau', 'para', 'koruptor', 'masih', 'banyak', 'kecuali', 'para', 'koruptor', 'basmi', 'baru', 'indonesia', 'akan', 'maju']",-11,0
Pinggir jurang brooo😂😂😂,Pinggir jurang brooo,pinggir jurang brooo,pinggir jurang brooo,pinggir jurang brooo,"['pinggir', 'jurang', 'brooo']","['pinggir', 'jurang', 'brooo']","['pinggir', 'jurang', 'brooo']",-4,0
Sdmnya yg bikin susah,Sdmnya yg bikin susah,sdmnya yg bikin susah,sdmnya yang bikin susah,sdmnya bikin susah,"['sdmnya', 'bikin', 'susah']","['sdmnya', 'bikin', 'susah']","['sdmnya', 'bikin', 'susah']",-3,0
"Pantes cellos milih prabowo🙈, logika nya sekedar ""Indonesia negara G20 berarti otw negara maju""😂",Pantes cellos milih prabowo logika nya sekedar Indonesia negara G20 berarti otw negara maju,pantes cellos milih prabowo logika nya sekedar indonesia negara g20 berarti otw negara maju,pantes cellos milih prabowo logika nya sekedar indonesia negara g20 berarti otw negara maju,pantes cellos milih prabowo logika sekedar indonesia negara g20 berarti otw negara maju,"['pantes', 'cellos', 'milih', 'prabowo', 'logika', 'sekedar', 'indonesia', 'negara', 'g20', 'berarti', 'otw', 'negara', 'maju']","['pantes', 'cellos', 'milih', 'prabowo', 'logika', 'dar', 'indonesia', 'negara', 'g20', 'arti', 'otw', 'negara', 'maju']","['pantes', 'cellos', 'milih', 'prabowo', 'logika', 'dar', 'indonesia', 'negara', 'g20', 'arti', 'otw', 'negara', 'maju']",-3,0
yang bikin susah itu kurangmya pendidikan untuk merealisasikan pancasila,yang bikin susah itu kurangmya pendidikan untuk merealisasikan pancasila,yang bikin susah itu kurangmya pendidikan untuk merealisasikan pancasila,yang bikin susah itu kurangmya pendidikan untuk merealisasikan pancasila,bikin susah itu kurangmya pendidikan merealisasikan pancasila,"['bikin', 'susah', 'itu', 'kurangmya', 'pendidikan', 'merealisasikan', 'pancasila']","['bikin', 'susah', 'itu', 'kurangmya', 'didik', 'realisasi', 'pancasila']","['bikin', 'susah', 'itu', 'kurangmya', 'didik', 'realisasi', 'pancasila']",-8,0
Sekarang surganya para koruptor,Sekarang surganya para koruptor,sekarang surganya para koruptor,sekarang surganya para koruptor,sekarang surganya para koruptor,"['sekarang', 'surganya', 'para', 'koruptor']","['sekarang', 'surga', 'para', 'koruptor']","['sekarang', 'surga', 'para', 'koruptor']",2,1
& dongo ny warga distrik 58 percaya aja sm keluarga raja jawa.,dongo ny warga distrik 58 percaya aja sm keluarga raja jawa,dongo ny warga distrik 58 percaya aja sm keluarga raja jawa,dongo ny warga distrik 58 percaya saja sama keluarga raja jawa,dongo ny warga distrik 58 percaya saja sama keluarga raja jawa,"['dongo', 'ny', 'warga', 'distrik', '58', 'percaya', 'saja', 'sama', 'keluarga', 'raja', 'jawa']","['dongo', 'ny', 'warga', 'distrik', '58', 'percaya', 'saja', 'sama', 'keluarga', 'raja', 'jawa']","['dongo', 'ny', 'warga', 'distrik', '58', 'percaya', 'saja', 'sama', 'keluarga', 'raja', 'jawa']",3,1
"Jika obat HIV berhasil dan terbukti menyembuhkan pasie 
Maka keknya gak ada istilah perawan dan perjaka lagi 

Udah bebas sodok sana sodok sini kek hewan tanpa takut tertular penyakitnya 

Dan seperti biasa kaum barat akan mempeloporinya seperti sekarang masalah kaum pelangi yang terjadi di barat 

Dulu kebebasan bercocok tanam juga kaum barat yang memperkenalkan ke publik 

Gua tau seluruh dunia punya praktek merendahkan betina kek gitu 
Cuman di barat lebih terang²an aja",Jika obat HIV berhasil dan terbukti menyembuhkan pasie Maka keknya gak ada istilah perawan dan perjaka lagi Udah bebas sodok sana sodok sini kek hewan tanpa takut tertular penyakitnya Dan seperti biasa kaum barat akan mempeloporinya seperti sekarang masalah kaum pelangi yang terjadi di barat Dulu kebebasan bercocok tanam juga kaum barat yang memperkenalkan ke publik Gua tau seluruh dunia punya praktek merendahkan betina kek gitu Cuman di barat lebih terangan aja,jika obat hiv berhasil dan terbukti menyembuhkan pasie maka keknya gak ada istilah perawan dan perjaka lagi udah bebas sodok sana sodok sini kek hewan tanpa takut tertular penyakitnya dan seperti biasa kaum barat akan mempeloporinya seperti sekarang masalah kaum pelangi yang terjadi di barat dulu kebebasan bercocok tanam juga kaum barat yang memperkenalkan ke publik gua tau seluruh dunia punya praktek merendahkan betina kek gitu cuman di barat lebih terangan aja,jika obat hiv berhasil dan terbukti menyembuhkan pasie maka keknya tidak ada istilah perawan dan perjaka lagi udah bebas sodok sana sodok sini kayak hewan tanpa takut tertular penyakitnya dan seperti biasa kaum barat akan mempeloporinya seperti sekarang masalah kaum pelangi yang terjadi di barat dulu kebebasan bercocok tanam juga kaum barat yang memperkenalkan ke publik gua tau seluruh dunia punya praktek merendahkan betina kayak gitu cuman di barat lebih terangan saja,jika obat hiv berhasil terbukti menyembuhkan pasie maka keknya tidak ada istilah perawan perjaka lagi udah bebas sodok sana sodok sini kayak hewan tanpa takut tertular penyakitnya seperti biasa kaum barat akan mempeloporinya seperti sekarang masalah kaum pelangi terjadi barat dulu kebebasan bercocok tanam juga kaum barat memperkenalkan publik gua tau seluruh dunia punya praktek merendahkan betina kayak gitu cuman barat lebih terangan saja,"['jika', 'obat', 'hiv', 'berhasil', 'terbukti', 'menyembuhkan', 'pasie', 'maka', 'keknya', 'tidak', 'ada', 'istilah', 'perawan', 'perjaka', 'lagi', 'udah', 'bebas', 'sodok', 'sana', 'sodok', 'sini', 'kayak', 'hewan', 'tanpa', 'takut', 'tertular', 'penyakitnya', 'seperti', 'biasa', 'kaum', 'barat', 'akan', 'mempeloporinya', 'seperti', 'sekarang', 'masalah', 'kaum', 'pelangi', 'terjadi', 'barat', 'dulu', 'kebebasan', 'bercocok', 'tanam', 'juga', 'kaum', 'barat', 'memperkenalkan', 'publik', 'gua', 'tau', 'seluruh', 'dunia', 'punya', 'praktek', 'merendahkan', 'betina', 'kayak', 'gitu', 'cuman', 'barat', 'lebih', 'terangan', 'saja']","['jika', 'obat', 'hiv', 'hasil', 'bukti', 'sembuh', 'pasie', 'maka', 'kek', 'tidak', 'ada', 'istilah', 'perawan', 'perjaka', 'lagi', 'udah', 'bebas', 'sodok', 'sana', 'sodok', 'sini', 'kayak', 'hewan', 'tanpa', 'takut', 'tular', 'sakit', 'seperti', 'biasa', 'kaum', 'barat', 'akan', 'pelopor', 'seperti', 'sekarang', 'masalah', 'kaum', 'pelangi', 'jadi', 'barat', 'dulu', 'bebas', 'cocok', 'tanam', 'juga', 'kaum', 'barat', 'kenal', 'publik', 'gua', 'tau', 'seluruh', 'dunia', 'punya', 'praktek', 'rendah', 'betina', 'kayak', 'gitu', 'cuman', 'barat', 'lebih', 'terang', 'saja']","['jika', 'obat', 'hiv', 'hasil', 'bukti', 'sembuh', 'pasie', 'maka', 'kek', 'tidak', 'ada', 'istilah', 'perawan', 'perjaka', 'lagi', 'udah', 'bebas', 'sodok', 'sana', 'sodok', 'sini', 'kayak', 'hewan', 'tanpa', 'takut', 'tular', 'sakit', 'seperti', 'biasa', 'kaum', 'barat', 'akan', 'pelopor', 'seperti', 'sekarang', 'masalah', 'kaum', 'pelangi', 'jadi', 'barat', 'dulu', 'bebas', 'cocok', 'tanam', 'juga', 'kaum', 'barat', 'kenal', 'publik', 'gua', 'tau', 'seluruh', 'dunia', 'punya', 'praktek', 'rendah', 'betina', 'kayak', 'gitu', 'cuman', 'barat', 'lebih', 'terang', 'saja']",-56,0
Hmmm iyeeee lah.. bijik,Hmmm iyeeee lah bijik,hmmm iyeeee lah bijik,hmmm iyeeee lah bijik,hmmm iyeeee lah bijik,"['hmmm', 'iyeeee', 'lah', 'bijik']","['hmmm', 'iyeeee', 'lah', 'bijik']","['hmmm', 'iyeeee', 'lah', 'bijik']",0,1
"Cukup sudah pemimpin hari ini. Rakyat sebagian besar ingin perubahan, AMIN menang rakyat aman damai dan bahagia.",Cukup sudah pemimpin hari ini Rakyat sebagian besar ingin perubahan AMIN menang rakyat aman damai dan bahagia,cukup sudah pemimpin hari ini rakyat sebagian besar ingin perubahan amin menang rakyat aman damai dan bahagia,cukup sudah pemimpin hari ini rakyat sebagian besar ingin perubahan amin menang rakyat aman damai dan bahagia,cukup sudah pemimpin hari ini rakyat sebagian besar ingin perubahan amin menang rakyat aman damai bahagia,"['cukup', 'sudah', 'pemimpin', 'hari', 'ini', 'rakyat', 'sebagian', 'besar', 'ingin', 'perubahan', 'amin', 'menang', 'rakyat', 'aman', 'damai', 'bahagia']","['cukup', 'sudah', 'pimpin', 'hari', 'ini', 'rakyat', 'bagi', 'besar', 'ingin', 'ubah', 'amin', 'menang', 'rakyat', 'aman', 'damai', 'bahagia']","['cukup', 'sudah', 'pimpin', 'hari', 'ini', 'rakyat', 'bagi', 'besar', 'ingin', 'ubah', 'amin', 'menang', 'rakyat', 'aman', 'damai', 'bahagia']",-2,0
"Lapangan kerja kurang, PHK dimana mana, buzer sok2an nyuruh usaha, yg di PHK + PENGANGGURAN itu ribuan orang !",Lapangan kerja kurang PHK dimana mana buzer sok2an nyuruh usaha yg di PHK PENGANGGURAN itu ribuan orang,lapangan kerja kurang phk dimana mana buzer sok2an nyuruh usaha yg di phk pengangguran itu ribuan orang,lapangan kerja kurang phk dimana mana buzer sok2an nyuruh usaha yang di phk pengangguran itu ribuan orang,lapangan kerja kurang phk dimana mana buzer sok2an nyuruh usaha phk pengangguran itu ribuan orang,"['lapangan', 'kerja', 'kurang', 'phk', 'dimana', 'mana', 'buzer', 'sok2an', 'nyuruh', 'usaha', 'phk', 'pengangguran', 'itu', 'ribuan', 'orang']","['lapang', 'kerja', 'kurang', 'phk', 'mana', 'mana', 'buzer', 'sok2an', 'nyuruh', 'usaha', 'phk', 'anggur', 'itu', 'ribu', 'orang']","['lapang', 'kerja', 'kurang', 'phk', 'mana', 'mana', 'buzer', 'sok2an', 'nyuruh', 'usaha', 'phk', 'anggur', 'itu', 'ribu', 'orang']",-10,0
Hai bang,Hai bang,hai bang,hai bang,hai bang,"['hai', 'bang']","['hai', 'bang']","['hai', 'bang']",3,1
Keren sih ini raymond,Keren sih ini raymond,keren sih ini raymond,keren sih ini raymond,keren sih ini raymond,"['keren', 'sih', 'ini', 'raymond']","['keren', 'sih', 'ini', 'raymond']","['keren', 'sih', 'ini', 'raymond']",0,1
"Indonesian gak bakalan jadi Indonesia emas,karena rakyatnya sendiri banyak pengangguran di awal tahun 2024",Indonesian gak bakalan jadi Indonesia emaskarena rakyatnya sendiri banyak pengangguran di awal tahun 2024,indonesian gak bakalan jadi indonesia emaskarena rakyatnya sendiri banyak pengangguran di awal tahun 2024,indonesian tidak bakalan jadi indonesia emaskarena rakyatnya sendiri banyak pengangguran di awal tahun 2024,indonesian tidak bakalan jadi indonesia emaskarena rakyatnya sendiri banyak pengangguran awal tahun 2024,"['indonesian', 'tidak', 'bakalan', 'jadi', 'indonesia', 'emaskarena', 'rakyatnya', 'sendiri', 'banyak', 'pengangguran', 'awal', 'tahun', '2024']","['indonesian', 'tidak', 'bakal', 'jadi', 'indonesia', 'emaskarena', 'rakyat', 'sendiri', 'banyak', 'anggur', 'awal', 'tahun', '2024']","['indonesian', 'tidak', 'bakal', 'jadi', 'indonesia', 'emaskarena', 'rakyat', 'sendiri', 'banyak', 'anggur', 'awal', 'tahun', '2024']",-13,0
